Title,Price,Country,Link,Description,Promotion
"Lenovo LOQ Tower Gaming Desktop PC - Intel Core i9-13900K, RTX 4070, Windows 11","$1,799.00 to $2,629.00",from United States,https://www.ebay.com/itm/266826653501?_skw=pc+gamer&itmmeta=01JJYK74YXMG2J7MRS40PWZKQW&hash=item3e201b9f3d:g:JokAAOSwMD9mBmpF&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmpV6higSVSAQIynVbkPtyWx8VUoadEIsuKA6WPQjLbN4vXgx%2F9eU%2BiaLUQRtXlPifvU1gFjLS5oG0Eva4N7G0V3ZUkhJ8IEmVdvdVVqhuKCY9FklLQLgfQOgSu4h1QphqiWE%2BqzhYkfXUgOmGM9bxi0gHwfNSPkQuMroaxrGTEhEEZTKDm%2BtwcNhvFxgxeQIAbfbkHHLi83%2F6ilWKHqcZV6wY%2FnCHrRcP5mXFJDHLuX%2B4wXuEUxvxYTDUjMOpyDtrZIWLgnfv%2FmoPLCGwxOqbb%7Ctkp%3ABk9SR87PnNOXZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ProcessorIntel Core i9 13th Gen.Screen SizeNo Monitor IncludedGraphics Processing TypeDedicated GraphicsColorRaven BlackMPNLenovo LOQMost Suitable ForGaming, Graphic Design, OfficeGPUNVIDIA GeForce RTX 4070Processor Speed3.00 GHzBrandLenovoSeriesLenovoForm FactorTowerTypeDesktopRelease Year2024Maximum RAM Capacity64 GBModelLenovo LOQConnectivityHDMI, DisplayPort, USB-C 3.2, USB-A 3.2, USB-A 2.0Storage TypeSSD + HDD",Pas de promotion
PRC Intel UHD Gaming Computer Desktop PC 256GB 8GB 6-Core 2.9GHz WIFI HDMI New,$629.99,from United States,https://www.ebay.com/itm/294977086424?_skw=pc+gamer&itmmeta=01JJYK74YXFCA4WH6HT7B4PH0A&hash=item44ae0123d8:g:9PcAAOSwelViZvnj&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnGPF%2FBcudcidy6AhvVLb3YmbA2XWMwE5Omo7EdXJa9uwMmjsT%2FXuV%2FUqykqLf%2BKqbViSZ2Szwqymbb3Y8njRkwYnd6kOvG2XAIKnm7fszBOaOtRELIK6GUALBB9fmvcVVefCRhRJUcFJg39DvDRW51NfLc3%2BucDER%2Ff%2BCPXTG36fS8oVUjYXGdMmXMg0Xt23AIziZNGOdVJMgoyoE4JYwv7EoNbBHu76gbDU1oyEe8FQ%3D%3D%7Ctkp%3ABk9SR87PnNOXZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab FeaturesBuilt-in Wi-Fi AdapterManufacturer Warranty1 YearCustom BundleNoMPNPRC-RAIDMAX-F01RAM Size8GBModified ItemNoSSD Capacity256 GBGPUIntel UHD Graphics 630ProcessorIntel Core i5 10th Gen.Most Suitable ForCasual Computing, Gaming, OfficeCountry/Region of ManufactureUnited StatesOperating System EditionProfessionalGraphics Processing TypeIntegrated/On-Board GraphicsMotherboard ModelH510Non-Domestic ProductNoModelRAIDMAX-F01Product LineGamerStorage TypeHDD + SSDBundled ItemsWiFi USB AdapterMaximum RAM Capacity64 GBOperating SystemWindows 10Form FactorTowerHard Drive Capacity500 GBConnectivityDisplayPort, HDMI, USB 2.0, USB 3.0, VGA, PS/2Release Year2022BrandPRCColorBlackProcessor Speed2.90 GHzVideoIntel UHD Graphics 350MHz (1.1 GHz MAX)TypeGaming PCUPCDoes not apply",Pas de promotion
PRC Custom Gaming PC i3-10105 3.7GHz 16GB DDR4 GTX 1060 6GB 1TB SSD W11H,$659.99,from United States,https://www.ebay.com/itm/294976981949?_skw=pc+gamer&itmmeta=01JJYK74YXXERAMNFV93SJ42EF&hash=item44adff8bbd:g:5PMAAOSwleZiZuws&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmuAMGzgo2Jb3CiImpnN7ihLMkoE%2BHMAEaNPOVtyzHnn7wyD7Ac39GecEDEjwhpuEW2ThMrR9CBJgvPM1SIsCRb9Hze%2BmOU8IiZRIU2JtbBfQdECUG6%2BQohFNSvOjbdw5DXm8aQmB6aJa%2BpfEllWkJiL5usndnwEA98usrg1439m8pu5SAoPEezyAof%2FPMYkkddVWV9h6NpQGD--yH4iLoh6DCZK0PdPn4DDQTDrYeysxxEwBQq2qc%2BcvySJMxOo64FwDDr9V%2BHAmA3k0Boo3xL%7Ctkp%3ABk9SR87PnNOXZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab FeaturesBuilt-in Wi-Fi AdapterManufacturer Warranty1 YearCustom BundleNoMPNPRC-Cyclon-RGBRAM Size16 GBModified ItemNoSSD Capacity1 TBGPUNVIDIA GeForce GTX 1060ProcessorIntel Core i3 10th Gen.Most Suitable ForCasual Computing, GamingCountry/Region of ManufactureUnited StatesGraphics Processing TypeDedicated GraphicsMotherboard ModelH510Non-Domestic ProductNoModelCyclon-RGBProduct LineGamerStorage TypeSSD (Solid State Drive)Bundled ItemsWiFi USB AdapterMaximum RAM Capacity64 GBOperating SystemWindows 11 HomeForm FactorTowerConnectivityDisplayPort, HDMI, USB 2.0, USB 3.0, VGA, PS/2Release Year2022BrandPRCColorBlackProcessor Speed3.7 GHzTypeGaming PCUPCDoes not apply",Pas de promotion
PRC Custom Gaming PC i3-10105 3.7GHz 16GB DDR4 GTX 1060 6GB 1TB SSD W11H,$659.99,from United States,https://www.ebay.com/itm/294976982248?_skw=pc+gamer&itmmeta=01JJYK74YX802DDVTPDC1ND1G8&hash=item44adff8ce8:g:11sAAOSw68xieX6B&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnQQ%2FHFgW%2B3Cb81YC5svrXdrwyr6o4AuJLDzIq1LYcEDRypYf325rGF9l8HQjZV0U6SNLZ%2FSdvRdwkGn29Btx9Ldow8BLxbvaVpw9%2Bpeift8e5FtU5tvbkW3DQdPyY9lVvHlDzNOyqhqi2KyjRIr5CQJHf3p79YUaXWwP48%2BwBYYunLMJ9AlkPT41Ub5UShEpIIkWr9cCnF9AvpYnajUAyAAGOSTKQkm9YbBppqiPJrTxigBCSGtuvZyelL5XC6J5yFEpH7e0eVdJFXg2PdTjrc%7Ctkp%3ABk9SR9DPnNOXZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab FeaturesBuilt-in Wi-Fi AdapterManufacturer Warranty1 YearCustom BundleNoMPNPRC-Sama-Line3-ARGBRAM Size16 GBModified ItemNoSSD Capacity1 TBGPUNVIDIA GeForce GTX 1060ProcessorIntel Core i3 10th Gen.Most Suitable ForCasual Computing, GamingCountry/Region of ManufactureUnited StatesGraphics Processing TypeDedicated GraphicsMotherboard ModelH510Non-Domestic ProductNoModelSama-Line3-ARGBProduct LineGamerStorage TypeSSD (Solid State Drive)Bundled ItemsWiFi USB AdapterMaximum RAM Capacity64 GBOperating SystemWindows 11 HomeForm FactorTowerConnectivityDisplayPort, HDMI, USB 2.0, USB 3.0, VGA, PS/2Release Year2022BrandPRCColorBlackProcessor Speed3.7 GHzTypeGaming PCUPCDoes not apply",Pas de promotion
Gaming PC Prebuilt Computer Desktop RGB AMD Ryzen CPU 4.6Ghz 32GB 1TB SSD 700W,$748.41,from United States,https://www.ebay.com/itm/335787454153?_skw=pc+gamer&itmmeta=01JJYK74YXVV0XH9WMPX1M7KTN&hash=item4e2e7deec9:g:RIcAAOSwN~Bk4EZN&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkt7GNMRe2HfhyrNtSGexJhuyOZr5hBKF8Cd0FpEAU09hvzCrJUADTnomnU12ZGcrWgNqPTWRfrqXvrbkhw7B7b8PlNo0pCQbAC3zjBLoJgdkU%2Bb2WqJWr%2BSnNuXdIjbtV7bwxvHDsgmqWyrX%2FCDx3XLAqNuyrOAKZfWnyCSvh7JA0oKzATCaUTHQAPUhR2L3rUMbb9wteb8RUWU0Gw1s3xIk8ktmmZ%2FYq0SYJ7BEDXsSDL7jr%2B%2FwhAWPcb9NwGygCJpvyvyyCAHRssIR3OkBxW%7Ctkp%3ABFBM0M-c05dl,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ProcessorAMD RYZEN 7Graphics Processing TypeDedicated GraphicsMemory32 GBCustom BundleNoMPNGaming PCMost Suitable ForGaming, Casual Computing, Graphic Design, Workstation, OfficeSSD Capacity1 TBGPURadeon Vega 8Processor Type16 Logical CoreForm FactorTowerOperating System EditionProfessionalRelease Year2024Manufacturer WarrantyIndividual Parts WarrantiesOperating SystemWindows 11 ProFeaturesBuilt-in Wi-Fi AdapterHard Drive Capacity1TB SOLID STATE DRIVEHardware ConnectivityHDMINon-Domestic ProductNoScreen SizeMADE IN USABundled ItemsNetwork CardColorWhiteRAM Size32 GBProcessor Speed4.6 GHzModified ItemNoBrandCustom, WhiteboxSeriesGaming ComputerTypeDesktopMotherboard ModelAM4Maximum RAM Capacity64 GBVideoRadeon Vega 8ModelGaming PCConnectivityHDMI, USB 3.0, USB 3.1Country/Region of ManufactureUnited StatesStorage TypeSSD (Solid State Drive)Product LineGamerUPCDoes not apply",Pas de promotion
"Lenovo LOQ Tower Gaming Desktop - Intel Core i9-13900K, RTX 4060 Ti, Windows 11","$1,649.00 to $2,479.00",from United States,https://www.ebay.com/itm/266828588977?_skw=pc+gamer&itmmeta=01JJYK74YXG3T6F7Z8482J4H25&hash=item3e203927b1:g:JokAAOSwMD9mBmpF&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkA9vROd8wAL%2BiqdFZ5YcGNbVc279nIgiahamplleppi5GYJUTj4oDbGAWdyc8Y3F9wuKCvVK37QmE2pnKvKKlz382fcVCkKdAn65314%2BlSAM4S2f5NvmfYtUJkK6rLmHs3M1QJrxFLBW4m5mXV%2Br1Zg30%2BOD1tJa2jQJzu7iRw6ffoObwg5jZ1Y4rnex0Uc%2BRdBCunbsjQi1oDaBjr5CxJhrvgVC6vzh8eb5f2669EBw%3D%3D%7Ctkp%3ABk9SR9DPnNOXZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ProcessorIntel Core i9 13th Gen.Screen SizeNo Monitor IncludedGraphics Processing TypeDedicated GraphicsColorRaven BlackMPNLenovo LOQMost Suitable ForGaming, Graphic Design, OfficeGPUNVIDIA GeForce RTX 4060 TiProcessor Speed3.00 GHzBrandLenovoSeriesLenovoForm FactorTowerTypeDesktopRelease Year2024Maximum RAM Capacity64 GBModelLenovo LOQConnectivityHDMI, DisplayPort, USB-C 3.2, USB-A 3.2, USB-A 2.0Storage TypeSSD + HDD",Pas de promotion
Top Windows XP Gamer PC i5 HD 4x 3.1GHz 256GB SSD 4GB DVD Burner Game Computer,$207.81,from Germany,https://www.ebay.com/itm/186099298299?_skw=pc+gamer&itmmeta=01JJYK74YXM599DVD848GFYPMX&hash=item2b5461effb:g:ugcAAOSwj2Zj18zm&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkWtLhbRb6MmqgsbxgUNVXKVg%2FPXTy1JJNokAorNLLpriJ%2FzIr934LsQoWVDLv590zQEButt6QwuFnKzZxgktRUmB2qdR6sGSOkKu9MZrrWw3MEDk2VO1tkdQhrBK3Eh4cqyg8IaecgzRCmxcJr0z2TnsSZU1mbzeHgvjdAhwHVpMD4Fx3Je2mDWeOnZZ%2BOXHRItajWNi5rXD8LeredIxUecZyndV35Feq5wggrKs3%2BMiW2bzl1PDHTWXkIa2ZrdLrsGBtxxw5Pn9bWy7gV7S5W%7Ctkp%3ABk9SR9DPnNOXZQ,"Item specificsConditionUsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tabSeller Notes“von Händler - mit 12 Monaten Gewährleistung und Ink. MwSt”GrafikprozessorIntel HD GraphicsProduktartDesktop ComputerBetriebssystemversionProfessionalBesonderheitenDVDPassend fürComputerspiele für Anfänger, Computerspiele für Fortgeschrittende, Retro XP Spiele, XP Spiele, XP Programme, Arbeitsstation, Büro, Gaming, Gelegentliche Computerarbeiten, Gewerblich, Grafikdesign, Technisches CodierenProzessorIntel Core i5 2. GenFormfaktorMini TowerHerstellernummernicht zutreffendMaximale Arbeitsspeichergröße4 GBProdukttypMicro-PCArbeitsspeichergröße4 GBSerieAerocoolMotherboard-ModellFUJITSUFestplattenkapazität256 GBProzessorgeschwindigkeit3,10 GHzFestplattentypSSD (Solid State Drive)SSD-Festplattenkapazität256 GBBetriebssystemWindows XPBildschirmgröße17-27 ZollMarkeFujitsuFarbeSchwarzModellCS-102KonnektivitätUSB 1.0/1.1, USB 2.0, DVI, VGAHardware-AnschlussUSB 2.0GrafikprozessortypIntegrierte / On-Board-GrafikEANNicht zutreffend",Pas de promotion
NEW RTX 4060 TI and i5 13400f Next-Gen Gamer PC,"$1,505.66",from Belgium,https://www.ebay.com/itm/204351484394?_skw=pc+gamer&itmmeta=01JJYK74YX5C584KA9XA5HKY19&hash=item2f944c31ea:g:Ij4AAOSwy19kc56j&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmMGoAY3SfbTmxVhfYK0KbOeuuv%2F%2Btw6wTX4tZht%2FHyCyn9Y297VePPA7I4n3FKvWHsoXFvy1YINOgguh2II5y6sUKWTUwqH7qqLulrSKEeGfpkt8042prFHGxw46QVM5g8xjFFIaUP9L--fBocLD3WY0EueUffMGTtIIF5t4M0%2FLFwTyhiGGioCSyk2dov5iJeN2o4UU1da%2Fd%2BTdXbOMnPy5J9hHZE%2FSZYI2FqYiD%2B4A%3D%3D%7Ctkp%3ABk9SR9DPnNOXZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab Système d'exploitationWindows 11 ProTypeOrdinateur de bureauMarqueEASY GAMINGType de stockageSSDTaille de la RAM16 Go",Pas de promotion
Desktop Computer Gaming AMD Ryzen 4.4Ghz + 32GB DDR4+ SSD + 700 Watt Windows 11,$638.76,from United States,https://www.ebay.com/itm/235933050842?_skw=pc+gamer&itmmeta=01JJYK74YX6MSRB5MJT6B73SBF&hash=item36eeb4a7da:g:5LIAAOSwvCBkVR8U&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkyou0re0Ei5n0TmnF%2BYuMyghWRmjoYGZW2fN90e57OnKyVPVNvXgGW%2FTyu3WV9G4OfxmHyUXG%2FM80bkqIuX%2BX6a0ALWTN9DdkEYMazSYl3MtnTWhXrfblhFs0SQIydip0Z5Qmt8meGsWfWgRuRnPi0N%2Bdo1ZTTCcEb44kD8P4wLews%2BthgrxadJ3Xu8fJRPX4GSE2MOjA4SlIkmo762uRW6wmFNQ3jk6b08n%2BAW9m2%2Ba3YIId2mZDd0njkm5dGCy1xWB%2FpWHfWXQTi96D1WzCr%7Ctkp%3ABFBM0M-c05dl,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ProcessorAMD Ryzen 5Graphics Processing TypeDedicated GraphicsMemory32 GBCustom BundleNoMPNGaming PCMost Suitable ForGaming, Casual Computing, Graphic Design, Workstation, OfficeSSD Capacity500 GBGPUAMD Radeon Vega 7Processor Type12 Logical CoreForm FactorTowerOperating System EditionProfessionalRelease Year2024Manufacturer WarrantyIndividual Parts WarrantiesOperating SystemWindows 11 ProFeaturesBuilt-in Wi-Fi AdapterHard Drive Capacity500GB SOLID STATE DRIVEHardware ConnectivityHDMINon-Domestic ProductNoScreen SizeMADE IN USABundled ItemsNetwork CardColorBlackRAM Size32 GBProcessor Speed4.40 GHzModified ItemNoBrandCustom, WhiteboxSeriesGaming ComputerTypeDesktopMotherboard ModelAM4Maximum RAM Capacity64 GBVideoRadeon Vega 7ModelGaming PCConnectivityHDMI, USB 3.0, USB 3.1Country/Region of ManufactureUnited StatesStorage TypeSSD (Solid State Drive)Product LineGamerUPCDoes not apply",Pas de promotion
Thermaltake Black Widow PC Gaming ST0005U Hard Drive eSata + USB Docking Station,$40.00,from United States,https://www.ebay.com/itm/266888695591?_skw=pc+gamer&itmmeta=01JJYK74YXHB6B05N4QDKY4TZZ&hash=item3e23ce4f27:g:PMAAAOSwMM9mhTFv&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnz9id%2BMnyVR8PZZvcfb23oBqOwRJWSceWZhyeQRIeAdij%2F87aOmzxjfchB4277H0AMpB9CXaVwcfGdFOAfLPbQQEo%2B13Zn21kxIaLxdmacGYIaOcPD2x53sN7kTdvr%2BkNQkKZyfJH2t9OURwx1dO7uoBlRqAvsFjAUHEuQTICQdcrxeVYlsnsx33JaJg9xNZQlFniFY3PByQemHom26TDrikNV32hcopqtLt322SytAwOP%2Fz%2Bp%2BWlq8QRXkwurvoOi%2Fbr7cw4tg0At%2FN9pM77O%7Ctkp%3ABFBM0M-c05dl,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab BrandThermaltakeTypeDockingColorBlackMost Suitable ForGaming",Pas de promotion
All-in-One Raspberry Pi 4 Retro Gaming Setup with SNES Controllers & Accessories,$175.99,from United States,https://www.ebay.com/itm/316120020965?_skw=pc+gamer&itmmeta=01JJYK74YX5Z7RA533Q51JD98V&hash=item499a38b7e5:g:HskAAOSw4Q9nf8qG&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmWvPScAPLzuMm1UvpX8J9FLh5p%2BbXZDsrNe3xVZLv9tr4PGEbnluysQJ5gVgYwBVZ70kxhslbnyCXstG8j3vMjIkLWWWvqOicZ%2Fjkq6YSds2rVMMFAkG35s64FhXEBqKfeRrlJvUSFlyyXs6os2Dks%2FakVtJ7UYDAqQlu8oiHNFiLZdDKYb0fgwRAMbxRn9pobfRQEd4ZSU%2F1rObjIms4WX69TT4JCdVdjhPz%2BBSh6a3xfjl5xFGtZ9cTajby%2FePulPZZPZUk5RkZTv%2BchFXVU%7Ctkp%3ABFBM0M-c05dl,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ProcessorARM Cortex-A72Ram Memory Installed Size4 GbSize4gb RamCpu Speed1.5 GhzUPCDoes not applyMost Suitable ForGaming, Casual Computing, Graphic DesignGPUBroadcom VideoCore VIForm FactorMini PcFeaturesBuilt-in Wi-Fi Adapter, Bluetooth 5.0, Cooling Fan, USB connectivity, Heatsinks, Quick Start GuideOperating SystemNot IncludedHard Drive Capacity64 GBPackage Dimensions9.45 X 6.22 X 3.15 InchesRAM Size4 GBColorBlackProcessor Speed1.50 GHzBrandUnbrandedMemory Storage Capacity4 GbSeriesRaspberry Pi 4TypeDesktopMaximum RAM Capacity4 GBConnectivityMicro-HDMI, USB 3.0, USB 2.0, Micro HDMI, HDMIStorage TypeMicroSDItem Weight2.13 Pounds",(20% off)
"CyberPowerPC Gamer Xtreme Gaming PC - 14th Gen Intel i7-14700K, RTX 4070 SUPER","$1,919.00 to $2,939.00",from United States,https://www.ebay.com/itm/256761858087?_skw=pc+gamer&itmmeta=01JJYK74YXEQ9EWQPGDCRJ09FQ&hash=item3bc8330827:g:k28AAOSwglVnaRL0&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkF4sGapoutpteg02Ljqe%2BW5YAQyoqMtbtxVyBh42VKVskC3V4tHhd9aG%2FHItNLGe5iAM0xBXbrUcy48IFHnN%2BzzTn%2BkPa3iG3W4oIiZTScGu1kKmrOqsxe3F%2BjPJrLJP9KHW%2FEuXNPvxhesYI1YlxEjrfV2iDsv%2FhdezYd4huYfQ4Sa%2FhLM3mwvWpDThOJYofiqaY9sZi3jSpcTeBWTVCUfYQWdlb1GJJT00vyOh5%2Bmw%3D%3D%7Ctkp%3ABk9SR9DPnNOXZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ProcessorIntel Core i7 14th Gen.Graphics Processing TypeDedicated GraphicsColorBlackMPNCyberpowerPCMost Suitable ForGaming, Industrial, WorkstationGPUNVIDIA GeForce RTX 4070 SUPERProcessor Speed3.40 GHzBrandCyberPowerPCSeries‎CyberPowerPC Gamer XtremeForm FactorTowerTypeDesktopRelease Year2024Maximum RAM Capacity64 GBModel‎CyberPowerPC Gamer XtremeConnectivityUSB 3.1, USB-A 2.0Storage TypeSSD + HDDCountry/Region of ManufactureUnited States",Pas de promotion
Deer Midnight Large Extended Gaming Computer Mouse Mat Pad Desk Keyboard,$24.86,from United States,https://www.ebay.com/itm/135510913579?_skw=pc+gamer&itmmeta=01JJYK74YXE4HW3FHZ2S88SW5E&hash=item1f8d14722b:g:YegAAOSw3GZl25Xe&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlrOthexfSIN55PdegTNWJy4UlsSEArm%2BF5k7bL3x0C9fMpWSzk9p1N9Zx6w1uUrU5UfQfwu9C13jyb8DYQGDZacI%2Ft%2Fvuq%2BZwXoywQkA89j5rjQU4mQGMyj1cu8dV6dmMZiLga51pezojm2WLaI2e0uDBxyj6N3tOkS%2BAUb62QkJk5SsPpa9q6MaNFGxAhVy2Nm5ogOjnt5vWVD8VnyRR2WoD9T%2BQm9sMlYKWFE5sFcoMPK8pVz1vs8xKbJM3Cqp1ogtJWNim7L02SiWh796qM%7Ctkp%3ABFBM0M-c05dl,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab BrandUnbrandedTypeDesktop MatColorMulticolorItem Height11.8 inchModelDeer MidnightMost Suitable ForGaming, Graphic Design, Office, WorkstationItem Length31.5 inches",(7% off)
"CyberPowerPC Gamer Xtreme Gaming PC - 14th Gen Intel i7-14700K, RTX 4070, Win 11","$1,849.00 to $2,869.00",from United States,https://www.ebay.com/itm/256761795179?_skw=pc+gamer&itmmeta=01JJYK74YXCA0PM73V0AFSY103&hash=item3bc832126b:g:k28AAOSwglVnaRL0&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmbRA1nMKQA1w4Ch86neaNndMehVvWGmVwO3S%2BDeaJBYbIwVUco26Ph0r30%2BEpmDZ39%2BWqrD5HJyPPAOcFC3zMJxyi6e6kxCz%2FvKf91qRp%2FK38pBwX6Kbb2Ldbm81L%2FWzjEYrLm%2F79pM6wOn5xOL0mklvH71pHc1njxGRDCAaG2T6pQmZ7Ed2DRCF2eqT5WrAGqjIYSlLMGUxbzOuR%2Fvq%2FIwpaffC6L4XtHisGtgeqViQ%3D%3D%7Ctkp%3ABk9SR9DPnNOXZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ProcessorIntel Core i7 14th Gen.Graphics Processing TypeDedicated GraphicsColorBlackMPNCyberpowerPCMost Suitable ForGaming, Industrial, WorkstationGPUNVIDIA GeForce RTX 4070Processor Speed3.40 GHzBrandCyberPowerPCSeries‎CyberPowerPC Gamer XtremeForm FactorTowerTypeDesktopRelease Year2024Maximum RAM Capacity64 GBModel‎CyberPowerPC Gamer XtremeConnectivityUSB 3.1, USB-A 2.0Storage TypeSSD + HDDCountry/Region of ManufactureUnited States",Pas de promotion
Shop on eBay,$20.00,Lieu non trouvé,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw,Description non trouvée,Pas de promotion
